name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
COIN/USD,true,false,0.0025,0.01,0.01,249.44,249.1525,250.3025,249.44,spot,COIN,USD,NaN,true,true,true,0.01669078236768632,0.047759062460620824,0.031884417693111185,86568.65705,86568.65705
COMP-PERP,true,false,0.01,0.0001,0.0001,482.11,482.11,482.45,482.11,future,NaN,NaN,COMP,false,false,-0.009369798836994268,0.09535602308356432,0.03999395991975322,27479975.572404,27479975.572404
COMP-0924,true,false,0.01,0.0001,0.0001,486.9,485.19,487.15,486.9,future,NaN,NaN,COMP,false,false,-0.009822463547068514,0.09310104842511731,0.0416310114667123,198669.795421,198669.795421
COMP/USD,true,false,0.01,0.0001,0.0001,482.63,481.83,482.43,482.43,spot,COMP,USD,NaN,false,true,-0.008569667077681874,0.0974794121661586,0.04237068406723996,3505843.885383,3505843.885383
COMP/USDT,true,false,0.01,0.0001,0.0001,482.96,481.14,482.43,482.43,spot,COMP,USDT,NaN,false,true,-0.007488633324418294,0.09583409049609304,0.04302423626575574,2952219.102214,2952337.1909780884
CONV-PERP,true,false,0.00001,10,10,0.02602,0.02589,0.02603,0.02602,future,NaN,NaN,CONV,false,false,0.005021243723445346,-0.04197349042709867,-0.06871868289191124,215895.7262,215895.7262
CONV/USD,true,false,0.00001,10,10,0.02597,0.0259,0.02599,0.02597,spot,CONV,USD,NaN,false,true,0.003865481252415926,-0.04063538973032878,-0.07117310443490701,281369.2066,281369.2066
COPE/USD,true,false,0.00025,1,1,1.65325,1.6525,1.656,1.65325,spot,COPE,USD,NaN,false,true,0.006851400730816078,-0.08101723179544192,-0.08899297423887588,1248097.243,1248097.243
CQT/USD,true,false,0.0001,1,1,0.5269,0.527,0.5275,0.527,spot,CQT,USD,NaN,false,true,-0.02353159162497684,0.03883303765030554,0.012293507491356128,337618.957,337618.957
CREAM-PERP,true,false,0.05,0.01,0.01,196.2,195.7,195.85,195.85,future,NaN,NaN,CREAM,false,false,0,-0.04440107343254452,-0.02343555223136375,4356689.6435,4356689.6435
CREAM/USD,true,false,0.05,0.01,0.01,195.4,195.45,196.15,195.45,spot,CREAM,USD,NaN,false,true,-0.0010222335803731152,-0.0430844553243574,-0.026158445440956652,374609.848,374609.848
CREAM/USDT,true,false,0.05,0.01,0.01,195.4,195.45,196,195.45,spot,CREAM,USDT,NaN,false,true,-0.0012774655084312723,-0.0430844553243574,-0.02470059880239521,400148.4065,400164.41243626
CRO-PERP,true,false,0.000025,10,10,0.125325,0.125,0.125325,0.125325,future,NaN,NaN,CRO,false,false,0.0023995200959808036,0.006626506024096385,-0.004567116759332804,4405899.6615,4405899.6615
CRO/USD,true,false,0.000025,10,10,0.1252,0.124825,0.12525,0.1252,spot,CRO,USD,NaN,false,true,0.0016,0.005824462743522796,-0.003581376840429765,94252.36925,94252.36925
CRON-0924,true,false,0.001,0.1,0.1,7.509,7.519,7.524,7.519,future,NaN,NaN,CRON,true,true,false,0.012796336206896552,0.035104625550660795,0.05293376277832237,0,0
CRON/USD,true,false,0.001,0.1,0.1,7.433,7.513,7.521,7.513,spot,CRON,USD,NaN,true,true,true,0.012260846133117759,0.03470596336592756,0.053716690042075736,616.3342,616.3342
CRV-PERP,true,false,0.00005,1,1,1.7622,1.76135,1.76165,1.76165,future,NaN,NaN,CRV,false,false,0.003846373012707277,0.07967394968283639,0.08599697931757236,11622440.62615,11622440.62615
CRV/USD,true,false,0.00005,1,1,1.764,1.7598,1.76295,1.76295,spot,CRV,USD,NaN,false,true,0.005819426615318785,0.0800404337437971,0.08837510803802939,336335.1493,336335.1493
CUSDT-PERP,true,false,0.0000025,1,1,0.02123,0.0212275,0.02123,0.02123,future,NaN,NaN,CUSDT,false,false,0,0,0,4565.52991,4565.52991
CUSDT/USD,true,false,0.0000025,1,1,0.0211825,0.0212425,0.021325,0.0212425,spot,CUSDT,USD,NaN,false,true,0.0009423960419366238,0.00023543260741612713,0.00023543260741612713,712.6026275,712.6026275
CUSDT/USDT,true,false,0.0000025,1,1,0.0212225,0.02124,0.02132,0.02124,spot,CUSDT,USDT,NaN,false,true,0,0,0,0,0
DAI/USD,true,false,0.0001,0.1,0.1,1.0008,1.0006,1.0008,1.0008,spot,DAI,USD,NaN,false,true,0,0.00039984006397441024,0.0005998800239952009,234136.35541,234136.35541
DAI/USDT,true,false,0.0001,0.1,0.1,1.0009,1.0005,1.0009,1.0009,spot,DAI,USDT,NaN,false,true,0.00009992006394884092,0.00009992006394884092,0.0006998600279944011,17365.01419,17365.7087905676
DASH-PERP,true,false,0.025,0.01,0.01,161.525,161.625,161.65,161.625,future,NaN,NaN,DASH,false,false,-0.0040055461408103525,0.014913657770800628,0.00030945381401825775,3218038.839,3218038.839
DAWN-PERP,true,false,0.0005,0.1,0.1,3.4485,3.443,3.461,3.4485,future,NaN,NaN,DAWN,false,false,0,-0.013304721030042918,-0.0237791932059448,117175.49385,117175.49385
DAWN/USD,true,false,0.0005,0.1,0.1,3.472,3.4595,3.4825,3.472,spot,DAWN,USD,NaN,false,true,0.0012977649603460708,-0.007432818753573471,-0.018515901060070672,87090.0203,87090.0203
DEFI-PERP,true,false,0.1,0.001,0.001,8879.5,8870.7,8879.5,8879.5,future,NaN,NaN,DEFI,false,false,-0.002605951003628113,0.048830039805813776,0.03247598893048999,18177926.8248,18177926.8248
DEFI-0924,true,false,0.1,0.001,0.001,8971.5,8962.1,8968.3,8968.3,future,NaN,NaN,DEFI,false,false,-0.0034557859412849747,0.052913966375504835,0.035421116434797666,708234.1381,708234.1381
DENT-PERP,true,false,0.000001,100,100,0.002492,0.002483,0.002492,0.002492,future,NaN,NaN,DENT,false,false,0.0040290088638195,0.011363636363636364,0.0238290879211175,874961.6154,874961.6154
DENT/USD,true,false,0.000001,100,100,0.00247,0.002474,0.002495,0.002474,spot,DENT,USD,NaN,false,true,-0.0008077544426494346,0.004466098254161592,0.01685162351006987,51360.3932,51360.3932
DKNG-0924,true,false,0.005,0.01,0.01,48.86,49.705,49.935,49.705,future,NaN,NaN,DKNG,true,true,false,0.005156723963599595,0.019694327623345984,0.017294310274252968,0,0
DKNG/USD,true,false,0.005,0.01,0.01,49.41,49.825,50.045,49.825,spot,DKNG,USD,NaN,true,true,true,0.0056514279947522455,0.02668452503606017,0.02573340195573855,4.941,4.941
DMG-PERP,true,false,0.001,0.1,0.1,0.047,0.047,0.048,0.047,future,NaN,NaN,DMG,false,false,0,0,0,1741.1693,1741.1693
DMG/USD,true,false,0.001,0.1,0.1,0.048,0.046,0.048,0.048,spot,DMG,USD,NaN,false,true,0.02127659574468085,0.02127659574468085,0.02127659574468085,273.0532,273.0532
DMG/USDT,true,false,0.001,0.1,0.1,0.048,0.046,0.048,0.048,spot,DMG,USDT,NaN,false,true,0,0.02127659574468085,0.02127659574468085,159.7746,159.780990984
DODO-PERP,true,false,0.0005,0.1,0.1,1.4735,1.4725,1.477,1.4735,future,NaN,NaN,DODO,false,false,-0.001016949152542373,0.09962686567164179,0.12609858616736722,1351258.5407,1351258.5407
DODO/USD,true,false,0.0005,0.1,0.1,1.475,1.462,1.4795,1.475,spot,DODO,USD,NaN,false,true,0.0006784260515603799,0.11236802413273002,0.12595419847328243,50376.51345,50376.51345
DOGE-PERP,true,false,5e-7,1,1,0.1990505,0.1990525,0.1990545,0.1990525,future,NaN,NaN,DOGE,false,false,-0.0010012446550097364,-0.010351282350864719,-0.01188159606048271,55673575.437928,55673575.437928
DOGE-0924,true,false,5e-7,1,1,0.199353,0.199169,0.1994585,0.199353,future,NaN,NaN,DOGE,false,false,-0.00119494066631094,-0.010151565933042863,-0.011974089181192353,268931.446021,268931.446021
DOGE/BTC,true,false,1e-8,1,1,0.00000508,0.00000506,0.00000507,0.00000507,spot,DOGE,BTC,NaN,false,true,-0.003929273084479371,-0.0058823529411764705,0.001976284584980237,3.33902992,131190.43152284814
DOGE/USD,true,false,5e-7,1,1,0.19889,0.19889,0.1989605,0.19889,spot,DOGE,USD,NaN,false,true,-0.0017892409653369069,-0.010947752639967378,-0.01202126074213899,11272441.6949335,11272441.6949335
DOGE/USDT,true,false,5e-7,1,1,0.1991665,0.1989415,0.1990115,0.1990115,spot,DOGE,USDT,NaN,false,true,-0.0011819500419077828,-0.010486250780005021,-0.011034527311759561,2916288.806008,2916405.4575602403
DOT-PERP,true,false,0.001,0.1,0.1,19.043,19.041,19.049,19.043,future,NaN,NaN,DOT,false,false,0.005916222069621256,0.010506765720350225,-0.005275804429586293,97550795.085,97550795.085
DOT-0924,true,false,0.001,0.1,0.1,19.142,19.148,19.169,19.148,future,NaN,NaN,DOT,false,false,0.004827875734676742,0.008851422550052687,-0.009774008377721466,2470222.2695,2470222.2695
DRGN-PERP,true,false,0.1,0.001,0.001,3459.9,3451.1,3459,3459,future,NaN,NaN,DRGN,false,false,-0.002853930640837153,0.005494026336443708,0.004880599616524316,634036.809,634036.809
DRGN-0924,true,false,0.1,0.001,0.001,3418.6,3412.7,3416.8,3416.8,future,NaN,NaN,DRGN,false,false,-0.004109708822757877,0.0067473997466042015,0.0057990639074504725,182125.6992,182125.6992
EGLD-PERP,true,false,0.005,0.01,0.01,106.685,106.55,106.735,106.685,future,NaN,NaN,EGLD,false,false,-0.005036138960130567,0.04108319102220054,0.03961216137205223,6209439.80755,6209439.80755
EMB/USD,true,false,0.00001,10,10,0.1221,0.12211,0.12267,0.12211,spot,EMB,USD,NaN,false,true,0.037115678613895024,0.03861529301692609,0.043229389149935925,10067.596,10067.596
ENJ-PERP,true,false,0.00005,1,1,1.3858,1.3853,1.38665,1.3858,future,NaN,NaN,ENJ,false,false,-0.0032008631541089734,-0.01084939329050678,-0.014226774790155073,4896860.37005,4896860.37005
ENJ/USD,true,false,0.00005,1,1,1.3845,1.38365,1.38585,1.3845,spot,ENJ,USD,NaN,false,true,-0.0027371605560757763,-0.012341275502924812,-0.013607865488743232,279414.1629,279414.1629
EOS-PERP,true,false,0.00025,0.1,0.1,4.105,4.105,4.10525,4.105,future,NaN,NaN,EOS,false,false,-0.0004261277165641931,-0.00581254541051102,-0.00448647993209652,32489700.3969,32489700.3969
EOS-0924,true,false,0.00025,0.1,0.1,4.16325,4.162,4.16675,4.16325,future,NaN,NaN,EOS,false,false,-0.0005401512423478574,-0.002635203928849494,-0.0017384006713823282,2262142.690225,2262142.690225
ETC-PERP,true,false,0.0005,0.1,0.1,51.974,51.965,51.977,51.974,future,NaN,NaN,ETC,false,false,-0.009207541414873134,0.009037343351097392,0.006906572383397104,38528118.9101,38528118.9101
ETH-PERP,true,false,0.1,0.001,0.001,2770.1,2770,2770.1,2770.1,future,NaN,NaN,ETH,false,true,-0.004992816091954023,0.024786356405608376,0.016028462441314555,3457981748.9857,3457981748.9857
ETH-0924,true,false,0.1,0.001,0.001,2790.4,2791.6,2793,2791.6,future,NaN,NaN,ETH,false,false,-0.005131860299358517,0.026097184444607808,0.01697632058287796,87749194.0829,87749194.0829
ETH-1231,true,false,0.1,0.001,0.001,2855.4,2852.5,2855.6,2855.4,future,NaN,NaN,ETH,false,false,-0.0035246902809282846,0.028194879550610348,0.016518333926664294,47228403.2141,47228403.2141
ETH/BRZ,true,false,1,0.0001,0.0001,14352,14429,14488,14429,spot,ETH,BRZ,NaN,false,true,0.0018051794764979518,0.012206243423360224,0.015697592566521187,4222832.4003,807870.066501393
ETH/BTC,true,false,0.0000025,0.001,0.001,0.0704425,0.07044,0.0704425,0.0704425,spot,ETH,BTC,NaN,false,true,-0.007572555649478727,0.026222821138507484,0.027008310249307478,1506.09593602,59174484.95378313
ETH/EUR,true,false,0.1,0.001,0.001,2344.7,2336,2343.7,2343.7,spot,ETH,EUR,NaN,false,true,-0.004756040596203661,0.027848434347864222,0.016789587852494577,726280.036,860641.84266
ETH/USD,true,false,0.1,0.001,0.001,2769.7,2769.4,2769.5,2769.5,spot,ETH,USD,NaN,false,true,-0.004993892361859596,0.025095310360143612,0.015920179010307765,573621076.9294,573621076.9294
ETH/USDT,true,false,0.1,0.001,0.001,2768.3,2768.3,2769.3,2768.3,spot,ETH,USDT,NaN,false,true,-0.004888745102268234,0.025106461766339568,0.01600176166183433,55277649.269,55279860.37497076
ETHE-0924,true,false,0.001,0.1,0.1,24.8,26.117,26.199,26.117,future,NaN,NaN,ETHE,true,true,false,-0.005331911490269262,0.047361244786653836,0.03766538201756128,620,620
ETHE/USD,true,false,0.001,0.1,0.1,26.311,26.311,26.325,26.311,spot,ETHE,USD,NaN,true,true,true,-0.004916606784917363,0.04707895574657752,0.035336245228819896,2928525.4369,2928525.4369
EUR/USD,true,false,0.0001,1,1,1.1828,1.1828,1.1841,1.1828,spot,EUR,USD,NaN,false,true,-0.0003380662609871535,0.0005921664833770408,0.0014393362120057574,327477.2161,327477.2161
EXCH-PERP,true,false,0.1,0.001,0.001,8226.6,8221.8,8228.3,8226.6,future,NaN,NaN,EXCH,false,false,0.0008272707365142704,0.01736291459523633,0.013053222668275744,2610165.0422,2610165.0422
EXCH-0924,true,false,0.1,0.001,0.001,8227.7,8210.5,8235,8227.7,future,NaN,NaN,EXCH,false,false,0.0035616271269134597,0.020376020041173698,0.014725651492914668,162429.7133,162429.7133
FB-0924,true,false,0.01,0.01,0.01,361.59,361.08,361.18,361.18,future,NaN,NaN,FB,true,true,false,-0.0014652622266456553,0.007981692342040634,0.003891266885318806,6728.9426,6728.9426
FB/USD,true,false,0.01,0.01,0.01,360.97,360.99,361.03,360.99,spot,FB,USD,NaN,true,true,true,-0.001880167003069096,0.00798592689805378,0.004396093597840906,3502.1307,3502.1307
FIDA-PERP,true,false,0.0001,1,1,2.0307,2.0171,2.0325,2.0307,future,NaN,NaN,FIDA,false,false,-0.001524240338283017,0.026228016979987872,0.01580711320094042,250967.2461,250967.2461
FIDA/USD,true,false,0.00001,1,1,2.03694,2.03389,2.03694,2.03694,spot,FIDA,USD,NaN,false,true,-0.0006230957555894633,0.03187404382934317,0.0165385767042619,195048.28121,195048.28121
FIDA/USDT,true,false,0.00001,1,1,2.0369,2.02029,2.03651,2.03651,spot,FIDA,USDT,NaN,false,true,-0.004531279023159871,0.027497338560350353,0.013663106129234567,20439.4038,20440.221376152
FIL-PERP,true,false,0.005,0.1,0.1,56.33,56.325,56.34,56.33,future,NaN,NaN,FIL,false,false,0.0001775568181818182,-0.008972554539057003,-0.0016836508639787328,11996307.919,11996307.919
FIL-0924,true,false,0.005,0.1,0.1,56.79,56.72,56.875,56.79,future,NaN,NaN,FIL,false,false,-0.0012310939148786493,-0.004033672395650649,0.0034455340577789558,857981.6305,857981.6305
FLM-PERP,true,false,0.0005,0.1,0.1,0.5175,0.518,0.52,0.518,future,NaN,NaN,FLM,false,false,0.023715415019762844,0.04225352112676056,0.054989816700611,349310.3948,349310.3948
FLOW-PERP,true,false,0.005,0.01,0.01,22.465,22.465,22.48,22.465,future,NaN,NaN,FLOW,false,false,0.011253657438667568,0.0076250280331912985,0.007399103139013453,18317077.4026,18317077.4026
FRONT/USD,true,false,0.00005,1,1,0.8114,0.7947,0.8044,0.8044,spot,FRONT,USD,NaN,false,true,-0.021530227466244983,0.06698501127470487,0.09890710382513661,8988.8435,8988.8435
FRONT/USDT,true,false,0.00005,1,1,0.7993,0.7949,0.8036,0.7993,spot,FRONT,USDT,NaN,false,true,-0.036407474382157926,0.06254569624459953,0.09523157029323102,21338.6019,21339.455444076
FTM-PERP,true,false,0.00005,1,1,0.2463,0.2461,0.2462,0.2462,future,NaN,NaN,FTM,false,false,-0.00925553319919517,-0.012236710130391173,0.0018311291963377416,3425083.0849,3425083.0849
FTM/USD,true,false,0.00005,1,1,0.2466,0.24575,0.24625,0.24625,spot,FTM,USD,NaN,false,true,-0.008655394524959743,-0.013026052104208416,0.004282218597063622,308508.0783,308508.0783
FTT-PERP,true,false,0.0005,0.1,0.1,38.1875,38.172,38.1875,38.1875,future,NaN,NaN,FTT,false,false,-0.00027488350175401856,0.028965981812057933,0.012125629472568247,61933602.09665,61933602.09665
FTT/BTC,true,false,1e-7,0.1,0.1,0.0009712,0.0009708,0.0009724,0.0009712,spot,FTT,BTC,NaN,false,true,-0.004612073383212053,0.029467882128471488,0.023285217574544305,51.25717816,2013893.7004355767
FTT/USD,true,false,0.001,0.1,0.1,38.181,38.182,38.191,38.182,spot,FTT,USD,NaN,false,true,-0.0008896797153024911,0.027502691065662003,0.012221309085124997,23699281.718,23699281.718
FTT/USDT,true,false,0.001,0.1,0.1,38.2,38.149,38.206,38.2,spot,FTT,USDT,NaN,false,true,-0.0005232862375719519,0.027599935438747513,0.01186692095783005,3576083.4312,3576226.474537248
GBP/USD,true,false,0.0001,1,1,1.3933,1.3922,1.393,1.393,spot,GBP,USD,NaN,false,true,-0.0003588087549336204,0.0020861808502985395,0.003385435424620039,1364002.206,1364002.206
GBTC-0924,true,false,0.005,0.01,0.01,31.92,33.025,33.125,33.025,future,NaN,NaN,GBTC,true,true,false,0.0006059687926071808,-0.014473291554759774,-0.012705530642750373,988.776,988.776
GBTC/USD,true,false,0.005,0.01,0.01,32.81,32.83,32.835,32.83,spot,GBTC,USD,NaN,true,true,true,0,-0.013669821240799159,-0.008157099697885197,5903958.0467,5903958.0467
GDX-0924,true,false,0.005,0.01,0.01,34.25,34.42,34.44,34.42,future,NaN,NaN,GDX,true,true,false,-0.003906815222109681,-0.01629036867676479,-0.012763516420478991,292.8375,292.8375
GDX/USD,true,false,0.005,0.01,0.01,34.24,34.395,34.415,34.395,spot,GDX,USD,NaN,true,true,true,-0.0041980312680949625,-0.01616132723112128,-0.010215827338129497,5705.2844,5705.2844
GDXJ-0924,true,false,0.005,0.01,0.01,45.3,45.12,45.15,45.15,future,NaN,NaN,GDXJ,true,true,false,-0.0049586776859504135,-0.012791079042308954,-0.007692307692307693,1248.25,1248.25
GDXJ/USD,true,false,0.005,0.01,0.01,45.34,45.085,45.115,45.115,spot,GDXJ,USD,NaN,true,true,true,-0.0029834254143646407,-0.01193604905825668,-0.008897188049209139,11584.5115,11584.5115
GLD-0924,true,false,0.025,0.01,0.01,168.575,168.875,169,168.875,future,NaN,NaN,GLD,true,true,false,0.001631079478054567,-0.0041279669762641896,-0.005008101340403594,8504.471,8504.471
GLD/USD,true,false,0.025,0.01,0.01,168.775,168.875,168.9,168.875,spot,GLD,USD,NaN,true,true,true,0.0007407407407407407,-0.003246274162608824,-0.003687315634218289,63147.69775,63147.69775
GLXY/USD,true,false,0.001,0.1,0.1,17.693,17.64,17.694,17.693,spot,GLXY,USD,NaN,true,true,true,-0.003323569175304191,0.02938096346288108,0.006599533481253911,17294.2812,17294.2812
GME-0924,true,false,0.01,0.01,0.01,150,148.77,148.88,148.88,future,NaN,NaN,GME,true,true,false,0.005470385628418991,0.027679988955615378,0.04609331084879146,52901.3785,52901.3785
GME/USD,true,false,0.025,0.01,0.01,154.125,153.15,153.425,153.425,spot,GME,USD,NaN,true,true,true,0.0044189852700491,0.024711971948572383,0.05085616438356164,195626.35525,195626.35525
GOOGL-0924,true,false,0.1,0.001,0.001,2719.6,2716.5,2717.2,2717.2,future,NaN,NaN,GOOGL,true,true,false,-0.0015433232894833543,0.003990540939994088,0.003286194291622051,6229.9982,6229.9982
GOOGL/USD,true,false,0.1,0.001,0.001,2716.2,2715.9,2716.1,2716.1,spot,GOOGL,USD,NaN,true,true,true,-0.0015806499044258198,0.00406639310931204,0.004995189817213054,13077.0552,13077.0552
GRT-PERP,true,false,0.00005,1,1,0.6805,0.6805,0.68065,0.6805,future,NaN,NaN,GRT,false,false,-0.020299452922545348,0.004205710912713052,0.019246611248408596,20269754.47535,20269754.47535
GRT-0924,true,false,0.00005,1,1,0.68155,0.67645,0.6806,0.6806,future,NaN,NaN,GRT,false,false,-0.020367038503058654,0.011668524712002974,0.02639119288191826,74606.11445,74606.11445
GRT/USD,true,false,0.00005,1,1,0.68175,0.68025,0.68115,0.68115,spot,GRT,USD,NaN,false,true,-0.019151846785225718,0.0034619917501473186,0.021827182718271828,512124.46655,512124.46655
GT/USD,true,false,0.0005,0.1,0.1,3.521,3.583,3.597,3.583,spot,GT,USD,NaN,false,true,0.0015373864430468203,-0.003615127919911012,0.0006982265046781176,1998.52825,1998.52825
HBAR-PERP,true,false,0.00005,1,1,0.22015,0.2202,0.22055,0.2202,future,NaN,NaN,HBAR,false,false,-0.001813236627379873,0.024662633783154957,0.012879484820607176,1708318.94055,1708318.94055
HGET/USD,true,false,0.005,0.05,0.05,4.405,4.405,4.485,4.405,spot,HGET,USD,NaN,false,true,0,0.008009153318077803,-0.004519774011299435,10510.485,10510.485
HGET/USDT,true,false,0.005,0.05,0.05,4.45,4.43,4.48,4.45,spot,HGET,USDT,NaN,false,true,0,0.01021566401816118,0.006787330316742082,2686.71975,2686.82721879
HNT-PERP,true,false,0.0001,0.1,0.1,13.1925,13.1248,13.1408,13.1408,future,NaN,NaN,HNT,false,false,-0.0017168816567148305,-0.02516320474777448,-0.010429766629265097,1371944.57241,1371944.57241
HNT/USD,true,false,0.0001,0.1,0.1,13.2,13.1065,13.203,13.2,spot,HNT,USD,NaN,false,true,0,-0.021112816747869807,-0.01022764764104256,86750.10441,86750.10441
HNT/USDT,true,false,0.0001,0.1,0.1,13.1263,13.1014,13.2015,13.1263,spot,HNT,USDT,NaN,false,true,0,-0.026520517061087667,-0.010873660572995946,9444.75567,9445.1334602268
HOLY-PERP,true,false,0.0001,1,1,10.5474,10.5418,10.6189,10.5474,future,NaN,NaN,HOLY,false,false,-0.0071072870873302016,0.011741007194244604,-0.005797019483641094,101389.357,101389.357
HOLY/USD,true,false,0.0001,1,1,10.5647,10.5816,10.6557,10.5816,spot,HOLY,USD,NaN,false,true,-0.005479374806154193,0.02305885082808829,-0.0029962123353496524,33252.3625,33252.3625
HOOD/USD,true,false,0.005,0.01,0.01,60.215,60.695,62.2,60.695,spot,HOOD,USD,NaN,true,true,true,-0.011803972647346141,-0.021521844268902145,-0.09098397483899955,362706.48185,362706.48185
HOT-PERP,true,false,0.000001,100,100,0.006403,0.006396,0.006412,0.006403,future,NaN,NaN,HOT,false,false,-0.0021817048465014805,0.007236117665565519,0.006602735418959283,1530870.4392,1530870.4392
HT-PERP,true,false,0.0005,0.01,0.01,10.7135,10.7155,10.73,10.7155,future,NaN,NaN,HT,false,false,0.00018668035655948102,0.01839003991636571,0.01703682611996963,3609301.357425,3609301.357425
HT/USD,true,false,0.0005,0.1,0.1,10.7135,10.7055,10.721,10.7135,spot,HT,USD,NaN,false,true,0.0012148965001635439,0.01631646350139923,0.017184903868976975,297427.40385,297427.40385
HUM-PERP,true,false,0.000025,10,10,0.099525,0.0992,0.099925,0.099525,future,NaN,NaN,HUM,false,false,0.0017614494212380473,0.00403530895334174,-0.00025113008538422905,23160.83275,23160.83275
HUM/USD,true,false,0.000025,10,10,0.09915,0.098825,0.0995,0.09915,spot,HUM,USD,NaN,false,true,0,0.00354251012145749,-0.0067618332081141996,8624.27375,8624.27375
HXRO/USD,true,false,0.00005,1,1,0.4784,0.478,0.47835,0.47835,spot,HXRO,USD,NaN,false,true,-0.0006267627702914447,0.002830188679245283,-0.0009398496240601503,103994.6831,103994.6831
HXRO/USDT,true,false,0.00005,1,1,0.4791,0.4765,0.4783,0.4783,spot,HXRO,USDT,NaN,false,true,-0.0008355964069354502,0.0003137090871065565,-0.0004179728317659352,13927.41715,13927.974246686
ICP-PERP,true,false,0.01,0.01,0.01,39.51,39.5,39.51,39.51,future,NaN,NaN,ICP,false,false,-0.005036514731805591,-0.011508631473605204,0.004321301474326385,6944738.9947,6944738.9947
ICX-PERP,true,false,0.00005,1,1,1.0553,1.04945,1.0518,1.0518,future,NaN,NaN,ICX,false,false,-0.0009023984801709808,0.015692144271160252,-0.034292797135380804,1726991.61055,1726991.61055
IOTA-PERP,true,false,0.0001,1,1,0.8515,0.8497,0.8516,0.8515,future,NaN,NaN,IOTA,false,false,-0.004675628287551139,-0.021826536473291212,-0.01628927911275416,1288393.6096,1288393.6096
JST/USD,true,false,0.000005,10,10,0.05502,0.055195,0.05575,0.055195,spot,JST,USD,NaN,false,true,-0.0015376266280752533,0.04220166163141994,0.026120096672243912,3454.1995,3454.1995
KAVA-PERP,true,false,0.0005,0.1,0.1,6.0025,5.997,6.0025,6.0025,future,NaN,NaN,KAVA,false,false,-0.008916040617518368,-0.0146913985554826,-0.013963039014373716,5631428.46615,5631428.46615
KIN-PERP,true,false,1e-8,10000,10000,0.00005952,0.00005948,0.0000596,0.00005952,future,NaN,NaN,KIN,false,false,-0.00016798252981689904,-0.035175879396984924,-0.044469417241932895,310200.1971,310200.1971
KIN/USD,true,false,1e-8,10000,10000,0.00005962,0.00005946,0.00005961,0.00005961,spot,KIN,USD,NaN,false,true,0.0005035246727089627,-0.03151909017059301,-0.041023166023166024,245711.5349,245711.5349
KNC-PERP,true,false,0.0001,0.1,0.1,1.6582,1.6561,1.6586,1.6582,future,NaN,NaN,KNC,false,false,-0.0052192693022976785,0.0237698339198617,0.018175119734741497,3704829.62123,3704829.62123
KNC/USD,true,false,0.0001,0.1,0.1,1.6551,1.6575,1.6621,1.6575,spot,KNC,USD,NaN,false,true,-0.006056608299352363,0.023211309340082722,0.01931000553471496,161543.94853,161543.94853
KNC/USDT,true,false,0.0001,0.1,0.1,1.6428,1.6559,1.6614,1.6559,spot,KNC,USDT,NaN,false,true,-0.00968841576460738,0.02203431675101839,0.01826343623170582,121191.02239,121195.8700308956
KSM-PERP,true,false,0.01,0.01,0.01,215.36,215.3,215.56,215.36,future,NaN,NaN,KSM,false,false,-0.004023493502289229,0.005791145152251074,-0.001529973573183736,10448630.6392,10448630.6392
LB-0812,true,false,0.05,0.001,0.001,266,260.15,261.2,261.2,future,NaN,NaN,LB,true,false,0.005388760585065435,-0.05567606652205351,-0.03598449898505259,11131.3707,11131.3707
LEO-PERP,true,false,0.0001,1,1,2.9902,2.9902,2.996,2.9902,future,NaN,NaN,LEO,false,false,-0.0036983973611435044,-0.004196083655255096,-0.003665200586432094,151278.7569,151278.7569
LEO/USD,true,false,0.0001,1,1,2.9869,2.9809,2.9869,2.9869,spot,LEO,USD,NaN,false,true,-0.0033367813407187428,-0.00605637083624505,-0.0033700367033700366,28230.816,28230.816
LINA-PERP,true,false,0.000005,10,10,0.04531,0.04531,0.04538,0.04531,future,NaN,NaN,LINA,false,false,0.00890670229347584,-0.010914647456887142,0.02130057477741463,3357557.27475,3357557.27475
LINA/USD,true,false,0.000005,10,10,0.045355,0.045275,0.04538,0.045355,spot,LINA,USD,NaN,false,true,0.011710907874191389,-0.009175314036045877,0.023699356731745853,345536.79545,345536.79545
LINK-PERP,true,false,0.0005,0.1,0.1,23.743,23.7375,23.74,23.74,future,NaN,NaN,LINK,false,false,-0.0027514649975845917,-0.037131674474255236,-0.017831285424682472,93724584.98735,93724584.98735
LINK-0924,true,false,0.0005,0.1,0.1,23.8915,23.926,23.957,23.926,future,NaN,NaN,LINK,false,false,-0.0031041019978750445,-0.037589750809517104,-0.019064409003320897,622433.6968,622433.6968
LINK/BTC,true,false,5e-8,0.1,0.1,0.0006044,0.00060355,0.00060415,0.00060415,spot,LINK,BTC,NaN,false,true,-0.006332236842105263,-0.0366738419835765,-0.005432545888550498,6.89458102,270887.9767040358
LINK/USD,true,false,0.0005,0.1,0.1,23.7335,23.7335,23.7455,23.7335,spot,LINK,USD,NaN,false,true,-0.002353979696925114,-0.03792208845109246,-0.017246376811594202,13707668.0481,13707668.0481
