name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
SUSHI-PERP,true,false,0.0001,0.5,0.5,9.3173,9.3173,9.3211,9.3173,future,NaN,NaN,SUSHI,false,false,-0.0036678215492536035,0.08223665106338494,0.06181267022986017,50313152.6299,50313152.6299
SUSHI-0924,true,false,0.0001,0.5,0.5,9.3666,9.3666,9.3671,9.3666,future,NaN,NaN,SUSHI,false,false,-0.004559222062808863,0.08254357172576395,0.062466679522226884,641634.19885,641634.19885
SUSHI/BTC,true,false,1e-8,0.5,0.5,0.00023697,0.0002365,0.0002369,0.0002369,spot,SUSHI,BTC,NaN,false,true,-0.007124895222129086,0.08217989127952126,0.07466884412992197,42.15232583,1656164.1997294226
SUSHI/USD,true,false,0.0001,0.5,0.5,9.3073,9.3072,9.3073,9.3073,spot,SUSHI,USD,NaN,false,true,-0.0044816668805887135,0.08116302302348814,0.06105999977199403,12638161.06325,12638161.06325
SUSHI/USDT,true,false,0.0001,0.5,0.5,9.3089,9.3007,9.3151,9.3089,spot,SUSHI,USDT,NaN,false,true,-0.002785246762150639,0.08038253078467555,0.0624415074528065,1058983.54075,1059025.90009163
SXP-PERP,true,false,0.0005,0.1,0.1,2.3335,2.3325,2.334,2.3335,future,NaN,NaN,SXP,false,false,-0.00021422450728363326,0.016775599128540306,0.018995633187772927,11002207.7866,11002207.7866
SXP-0924,true,false,0.0005,0.1,0.1,2.3605,2.3565,2.3605,2.3605,future,NaN,NaN,SXP,false,false,0.0012725344644750796,0.017456896551724138,0.02097750865051903,430743.9932,430743.9932
SXP/BTC,true,false,1e-8,0.1,0.1,0.00005942,0.00005926,0.00005962,0.00005942,spot,SXP,BTC,NaN,false,true,-0.001512350865400773,0.01991074493649159,0.03070251517779705,0.009141517,359.1700549971269
SXP/USD,true,false,0.0005,0.1,0.1,2.3315,2.3305,2.333,2.3315,spot,SXP,USD,NaN,false,true,-0.0010711225364181663,0.015461672473867595,0.019012237762237764,1455941.744,1455941.744
SXP/USDT,true,false,0.0005,0.1,0.1,2.3265,2.3295,2.335,2.3295,spot,SXP,USDT,NaN,false,true,-0.002569043031470777,0.014811587889348726,0.018138111888111888,185812.15545,185819.587936218
THETA-PERP,true,false,0.00005,0.1,0.1,6.4419,6.44285,6.4429,6.44285,future,NaN,NaN,THETA,false,false,-0.007150287013137111,0.04895679851517791,0.06120650607370805,21482862.713365,21482862.713365
THETA-0924,true,false,0.00005,0.1,0.1,6.51005,6.49695,6.52515,6.51005,future,NaN,NaN,THETA,false,false,-0.009433890490790544,0.05373863921463892,0.06453379991496877,336224.542255,336224.542255
TLRY-0924,true,false,0.001,0.1,0.1,14.393,14.464,14.494,14.464,future,NaN,NaN,TLRY,true,true,false,-0.0054321666781269335,0.034177034177034174,0.0378130157135682,2661.197,2661.197
TLRY/USD,true,false,0.001,0.1,0.1,14.517,14.442,14.551,14.517,spot,TLRY,USD,NaN,true,true,true,-0.0008947006194081212,0.03559708945641318,0.04258833668486067,39353.5914,39353.5914
TOMO-PERP,true,false,0.00005,0.1,0.1,3.09185,3.08815,3.0912,3.0912,future,NaN,NaN,TOMO,false,false,0.014139956038187724,0.10593538692712247,0.05837641661245592,4620521.53502,4620521.53502
TOMO/USD,true,false,0.00005,0.1,0.1,3.08365,3.0827,3.0895,3.08365,spot,TOMO,USD,NaN,false,true,0.01504303889135766,0.09985019795270535,0.0557552725280745,408361.45425,408361.45425
TOMO/USDT,true,false,0.00005,0.1,0.1,3.0753,3.0788,3.0976,3.0788,spot,TOMO,USDT,NaN,false,true,0.012363540707615415,0.10289982267915675,0.054347453854320056,176128.93495,176135.980107398
TRU-PERP,true,false,0.000025,1,1,0.603,0.603,0.605475,0.603,future,NaN,NaN,TRU,false,false,-0.0036351619299405157,2.7593516209476308,2.372954831492099,103952700.365275,103952700.365275
TRU/USD,true,false,0.000025,1,1,0.62885,0.6265,0.62885,0.62885,spot,TRU,USD,NaN,false,true,0.0029505582137161084,2.9272443403590946,2.5274155097461786,1925367.758,1925367.758
TRU/USDT,true,false,0.000025,1,1,0.628825,0.6256,0.634,0.628825,spot,TRU,USDT,NaN,false,true,-0.006752487758647923,2.9136455578030187,2.5277699859747544,617461.124125,617485.822569965
TRX-PERP,true,false,0.0000025,1,1,0.06917,0.069155,0.06917,0.06917,future,NaN,NaN,TRX,false,false,-0.0009027552088975554,0.025576395581584994,0.027328085548789544,16421339.7201575,16421339.7201575
TRX-0924,true,false,0.0000025,1,1,0.0686825,0.06852,0.0686125,0.0686125,future,NaN,NaN,TRX,false,false,-0.0009464526227658257,0.027210120518002843,0.028981703659268148,2932337.1381975,2932337.1381975
TRX/BTC,true,false,1e-8,1,1,0.00000176,0.00000175,0.00000177,0.00000176,spot,TRX,BTC,NaN,false,true,0,0.029239766081871343,0.03529411764705882,0.07498724,2946.247446116739
TRX/USD,true,false,0.0000025,1,1,0.069085,0.0691175,0.069195,0.0691175,spot,TRX,USD,NaN,false,true,-0.0011561111311824848,0.024873962040332147,0.026662705633332097,871387.0268125,871387.0268125
TRX/USDT,true,false,0.0000025,1,1,0.0692525,0.06912,0.0691725,0.0691725,spot,TRX,USDT,NaN,false,true,-0.0011551929533229848,0.02557544757033248,0.028243338659927904,400569.2734425,400585.2962134377
TRYB-PERP,true,false,0.00001,1,1,0.11719,0.11719,0.11727,0.11719,future,NaN,NaN,TRYB,false,false,-0.000511727078891258,-0.006190637720488466,-0.006864406779661017,109300.29287,109300.29287
TRYB/USD,true,false,0.00001,0.1,0.1,0.11714,0.11714,0.11743,0.11714,spot,TRYB,USD,NaN,false,true,-0.0023846022824050416,-0.008884000338438109,-0.009051687674477624,1974293.113255,1974293.113255
TSLA-0924,true,false,0.05,0.01,0.01,717,718.4,718.65,718.4,future,NaN,NaN,TSLA,true,true,false,-0.0008344923504867872,0.005458362491252624,0.008917913067902536,73846.581,73846.581
TSLA/BTC,true,false,0.0000025,0.01,0.01,0.0183,0.0182625,0.0183025,0.0183,spot,TSLA,BTC,NaN,true,true,true,-0.0009553705472908421,0.008820286659316428,0.022917831190609278,4.304855425,169137.69998479795
TSLA/DOGE,true,false,1,0.01,0.01,3625,3605,3620,3620,spot,TSLA,DOGE,NaN,true,true,true,0.004160887656033287,0.015997754701094585,0.025786341739869652,826.21,164.3769085574
TSLA/USD,true,false,0.05,0.01,0.01,718.5,718.3,718.35,718.35,spot,TSLA,USD,NaN,true,true,true,-0.0005565217391304347,0.005740287014350718,0.010692930003517412,140459.415,140459.415
TSM-0924,true,false,0.05,0.005,0.005,118,118.3,118.4,118.3,future,NaN,NaN,TSM,true,true,false,-0.0029498525073746312,0.0008460236886632825,0.0008460236886632825,1181.9065,1181.9065
TSM/USD,true,false,0.05,0.005,0.005,119.05,118.65,118.75,118.75,spot,TSM,USD,NaN,true,true,true,-0.00251994960100798,0.0012647554806070826,-0.001261564339781329,20018.22925,20018.22925
TWTR-0924,true,false,0.005,0.05,0.05,68.805,68.99,69.02,68.99,future,NaN,NaN,TWTR,true,true,false,-0.0020251699696224503,0.00473312459040268,0.002688758084441538,5319.054,5319.054
TWTR/USD,true,false,0.005,0.05,0.05,69.06,68.95,68.975,68.975,spot,TWTR,USD,NaN,true,true,true,-0.001519976838448176,0.005173418828329933,0.0005076878445024659,5759.61275,5759.61275
UBER-0924,true,false,0.005,0.05,0.05,44.655,43.59,43.635,43.635,future,NaN,NaN,UBER,true,true,false,-0.01244766323412923,0.04540009583133685,0.04753330932661145,75.9135,75.9135
UBER/USD,true,false,0.005,0.05,0.05,42.87,43.54,43.58,43.54,spot,UBER,USD,NaN,true,true,true,-0.012026321760835035,0.043499101258238464,0.037037037037037035,13055.6445,13055.6445
UBXT/USD,true,false,0.000005,1,1,0.03042,0.030185,0.03042,0.03042,spot,UBXT,USD,NaN,false,true,-0.0004928536224741252,0.07018469656992084,0.06587245970567625,34981.35213,34981.35213
UBXT/USDT,true,false,0.000005,1,1,0.03016,0.03016,0.03023,0.03016,spot,UBXT,USDT,NaN,false,true,-0.008220979940808944,0.061224489795918366,0.06497175141242938,41956.85862,41958.5368943448
UNI-PERP,true,false,0.001,0.1,0.1,24.39,24.389,24.397,24.39,future,NaN,NaN,UNI,false,false,-0.00008199409642505739,0.06837794033904245,0.029331082506857988,25111077.6249,25111077.6249
UNI-0924,true,false,0.001,0.1,0.1,24.659,24.598,24.662,24.659,future,NaN,NaN,UNI,false,false,-0.0008508914100486223,0.07082681952405767,0.031196420357127923,837705.9788,837705.9788
UNI/BTC,true,false,5e-8,0.05,0.05,0.00062045,0.00061965,0.00062075,0.00062045,spot,UNI,BTC,NaN,false,true,-0.002732460017680624,0.07223710360321438,0.03962801608579088,1.411165515,55444.67024812172
UNI/USD,true,false,0.001,0.1,0.1,24.371,24.373,24.389,24.373,spot,UNI,USD,NaN,false,true,-0.0011474939551657719,0.06777359151844388,0.029221738946835014,7156489.6553,7156489.6553
UNI/USDT,true,false,0.001,0.05,0.05,24.419,24.371,24.4,24.4,spot,UNI,USDT,NaN,false,true,0.001806536377073411,0.06886280007008937,0.031014958167835713,587060.7647,587084.247130588
UNISWAP-PERP,true,false,25,0.0001,0.0001,57050,56875,57050,57050,future,NaN,NaN,UNISWAP,false,false,-0.00782608695652174,0.01018149623727313,0.01557632398753894,164623.245,164623.245
UNISWAP-0924,true,false,25,0.0001,0.0001,57650,57450,57975,57650,future,NaN,NaN,UNISWAP,false,false,-0.010300429184549357,0.013626373626373627,0.015859030837004406,20717.0975,20717.0975
USDT-PERP,true,false,0.0001,1,1,0.9999,0.9999,1,0.9999,future,NaN,NaN,USDT,false,false,-0.0001,0,0,4208905.4173,4208905.4173
USDT-0924,true,false,0.0001,1,1,0.9966,0.9965,0.9966,0.9966,future,NaN,NaN,USDT,false,false,0,0,0.00010035122930255896,412558.5835,412558.5835
USDT/USD,true,false,0.0001,0.01,0.01,1,0.9999,1,1,spot,USDT,USD,NaN,false,true,0,0,0,47813646.392877,47813646.392877
USO-0924,true,false,0.005,0.01,0.01,47.475,47.875,47.92,47.875,future,NaN,NaN,USO,true,true,false,-0.00010442773600668337,0.006834910620399579,0.009701571232732258,15364.33965,15364.33965
USO/USD,true,false,0.005,0.01,0.01,48.07,47.855,47.89,47.89,spot,USO,USD,NaN,true,true,true,0.0005223023085762039,0.007362221287336979,0.007362221287336979,32.8545,32.8545
VET-PERP,true,false,0.000005,1,1,0.08921,0.089195,0.08925,0.08921,future,NaN,NaN,VET,false,false,-0.004074797655595869,0.004843433205676954,0.009505488287880502,11575154.80894,11575154.80894
WAVES-PERP,true,false,0.0005,0.5,0.5,15.995,15.9855,15.99,15.99,future,NaN,NaN,WAVES,false,false,-0.001405152224824356,-0.00984581088612298,-0.014210412749298728,2599440.128,2599440.128
WAVES-0924,true,false,0.0005,0.5,0.5,15.711,15.8725,15.908,15.8725,future,NaN,NaN,WAVES,false,false,-0.0013841265846676522,-0.007627621995060802,-0.014497702719483422,36729.70125,36729.70125
WAVES/USD,true,false,0.0005,0.5,0.5,15.933,15.9595,15.996,15.9595,spot,WAVES,USD,NaN,false,true,-0.0014078338130396697,-0.011642669143830314,-0.016060419235511714,23400.201,23400.201
WBTC/BTC,true,false,0.0001,0.0001,0.0001,1.001,1,1.0007,1.0007,spot,WBTC,BTC,NaN,false,true,0.0007,0,0.0005999400059994001,186.97408719,7346208.8599813245
WBTC/USD,true,false,1,0.0001,0.0001,38838,39282,39389,39282,spot,WBTC,USD,NaN,false,true,0.0033460192587673365,-0.002817759500418856,-0.010877776099108626,201535.8236,201535.8236
WRX/USD,true,false,0.00001,1,1,1.08656,1.08233,1.09125,1.08656,spot,WRX,USD,NaN,false,true,-0.0014795482323534006,-0.0020023146022007093,-0.0039874966770861026,14946.35054,14946.35054
WRX/USDT,true,false,0.00001,1,1,1.07673,1.08204,1.08839,1.08204,spot,WRX,USDT,NaN,false,true,-0.0033435574345795686,-0.005651586579549527,-0.010633920652482011,25189.99865,25191.006249946
WSB-0924,true,false,0.05,0.001,0.001,1490.1,1432.85,1443.5,1443.5,future,NaN,NaN,WSB,true,true,false,-0.0026255786637186486,-0.003314230477111096,-0.0021084649683730254,0,0
XAUT-PERP,true,false,0.1,0.01,0.01,1804.3,1800.5,1804.3,1804.3,future,NaN,NaN,XAUT,false,false,0,-0.007153469432674847,-0.005511767623876978,128293.356,128293.356
XAUT-0924,true,false,0.1,0.01,0.01,1807,1805,1809,1807,future,NaN,NaN,XAUT,false,false,0,-0.006651640921334726,-0.0022638175694329413,1489.203,1489.203
XAUT/USD,true,false,0.1,0.0001,0.0001,1795.8,1793.8,1802.4,1795.8,spot,XAUT,USD,NaN,false,true,-0.0036617842876165113,-0.008174085938362973,-0.007022394249377938,9347.81518,9347.81518
XAUT/USDT,true,false,0.1,0.0001,0.0001,1804.9,1800.9,1809,1804.9,spot,XAUT,USDT,NaN,false,true,0,-0.007751511819681143,-0.0022664455500276395,565.61926,565.6418847704
XEM-PERP,true,false,0.00005,1,1,0.1655,0.16505,0.16535,0.16535,future,NaN,NaN,XEM,false,false,-0.0024132730015082957,-0.0015096618357487923,-0.0036155468514612837,828973.2199,828973.2199
XLM-PERP,true,false,0.000025,1,1,0.27565,0.27565,0.275825,0.27565,future,NaN,NaN,XLM,false,false,-0.003254384378954981,-0.01103237958561306,-0.018253049594871337,10625759.144325,10625759.144325
XMR-PERP,true,false,0.01,0.01,0.01,248.87,248.87,248.88,248.87,future,NaN,NaN,XMR,false,false,0.01343812354929348,0.06751597820958263,0.015588655376453785,4595377.1769,4595377.1769
XRP-PERP,true,false,0.000025,1,1,0.720825,0.720725,0.72075,0.72075,future,NaN,NaN,XRP,false,false,-0.0014201101451283295,-0.01101162910363281,-0.014358974358974359,68016903.907425,68016903.907425
XRP-0924,true,false,0.000025,1,1,0.7234,0.723,0.723625,0.7234,future,NaN,NaN,XRP,false,false,-0.0013459879206212252,-0.010532074955546436,-0.013029538167678559,233139.14015,233139.14015
XRP/BTC,true,false,1e-8,1,1,0.00001837,0.00001833,0.00001836,0.00001836,spot,XRP,BTC,NaN,false,true,-0.0037981551817688553,-0.0075675675675675675,-0.003257328990228013,7.87123163,309260.563366258
XRP/USD,true,false,0.000025,1,1,0.7213,0.720675,0.721025,0.721025,spot,XRP,USD,NaN,false,true,-0.0009006824401565802,-0.011041388060213283,-0.013274487666358753,11287855.889,11287855.889
XRP/USDT,true,false,0.000025,1,1,0.72085,0.7205,0.7212,0.72085,spot,XRP,USDT,NaN,false,true,-0.0016619347690603145,-0.01090834248079034,-0.01368269822809058,1061638.158525,1061680.624051341
XTZ-PERP,true,false,0.0001,0.001,0.001,3.2544,3.2533,3.2546,3.2544,future,NaN,NaN,XTZ,false,false,0.009523218661786147,0.034884090692275896,0.023524971694552775,11800722.1110465,11800722.1110465
XTZ-0924,true,false,0.0001,0.001,0.001,3.3116,3.3119,3.315,3.3119,future,NaN,NaN,XTZ,false,false,0.008526447212156278,0.035389376934379595,0.023423256388863136,859579.9575182,859579.9575182
YFI-PERP,true,false,5,0.001,0.001,32845,32880,32885,32880,future,NaN,NaN,YFI,false,false,-0.01630516080777861,0,-0.0021244309559939304,10901459.7,10901459.7
YFI-0924,true,false,5,0.001,0.001,33190,32875,33010,33010,future,NaN,NaN,YFI,false,false,-0.0159487255924877,0.0006062443164595332,0.0010614101592115238,29170.155,29170.155
YFI/BTC,true,false,0.00025,0.001,0.001,0.87175,0.835,0.83775,0.83775,spot,YFI,BTC,NaN,false,true,-0.018740849194729136,0.0047976011994002995,0.007819548872180452,0.464831,18263.2024678584
YFI/USD,true,false,5,0.001,0.001,32905,32835,32895,32895,spot,YFI,USD,NaN,false,true,-0.016444909552997457,-0.0007594167679222357,-0.002728512960436562,1092043.96,1092043.96
YFI/USDT,true,false,5,0.001,0.001,32955,32835,32895,32895,spot,YFI,USDT,NaN,false,true,-0.016444909552997457,-0.0006076257025672186,-0.0010628606134224113,364718.63,364733.2187452
YFII-PERP,true,false,0.25,0.001,0.001,4348.5,4348,4353,4348.5,future,NaN,NaN,YFII,false,false,0.0024782433289147598,-0.025655388751960564,-0.03243032764087445,9504851.582,9504851.582
YFII/USD,true,false,0.25,0.001,0.001,4360,4344,4356.75,4356.75,spot,YFII,USD,NaN,false,true,0.0054231812150233654,-0.026370188278674787,-0.030378901685862127,75428.33075,75428.33075
ZEC-PERP,true,false,0.01,0.05,0.05,118.83,118.77,118.87,118.83,future,NaN,NaN,ZEC,false,false,-0.0026856903063365504,0.0031234171872361978,0.007460788469690547,5176193.734,5176193.734
ZIL-PERP,true,false,0.00001,10,10,0.08329,0.08326,0.08336,0.08329,future,NaN,NaN,ZIL,false,false,-0.007979990471653169,0.026497411880700025,0.026118023900455832,4247926.0759,4247926.0759
ZM-0924,true,false,0.05,0.005,0.005,397.6,401.45,401.65,401.45,future,NaN,NaN,ZM,true,true,false,0.011591281340556885,0.028699551569506727,0.00576224477013654,116189.244,116189.244
ZM/USD,true,false,0.01,0.01,0.01,396.69,401.27,401.48,401.27,spot,ZM,USD,NaN,true,true,true,0.011188670211425547,0.028660052808326283,0.008900510396500139,16914.2294,16914.2294
ZRX-PERP,true,false,0.00025,1,1,0.87725,0.87625,0.8775,0.87725,future,NaN,NaN,ZRX,false,false,-0.00791631325982471,0.021542940320232896,0.011239193083573486,4439243.184,4439243.184
ZRX/USD,true,false,0.00025,1,1,0.87475,0.87575,0.87825,0.87575,spot,ZRX,USD,NaN,false,true,-0.008210645526613816,0.019796215429403203,0.008347725964306276,58525.48125,58525.48125
ADABEAR/USD,true,false,1e-8,1000000,1000000,4e-8,9e-8,5e-8,5e-8,spot,ADABEAR,USD,NaN,false,true,0.25,0.25,0,656.52,656.52
ADABULL/USD,true,false,0.25,0.0001,0.0001,1064.5,1063,1066.75,1064.5,spot,ADABULL,USD,NaN,false,true,-0.0021092102179517225,0.0023540489642184556,-0.003743565746373421,139217.190125,139217.190125
ADAHALF/USD,true,false,2.5,0.000001,0.000001,46000,46552.5,46675,46552.5,spot,ADAHALF,USD,NaN,false,true,0.0003760610293327603,0.00016113438607798906,-0.0010729038141730593,0,0
ADAHEDGE/USD,true,false,0.001,0.01,0.01,10.175,10.179,10.217,10.179,spot,ADAHEDGE,USD,NaN,false,true,0.0003931203931203931,-0.00498533724340176,0.0021659938958353843,58077.93358,58077.93358
ALGOBEAR/USD,true,false,1e-8,1000000,1000000,8e-8,7e-8,9e-8,8e-8,spot,ALGOBEAR,USD,NaN,false,true,0,0,0,17.38,17.38
ALGOBULL/USD,true,false,1e-8,10000,10000,0.00000778,0.00000774,0.00000779,0.00000778,spot,ALGOBULL,USD,NaN,false,true,0.001287001287001287,0.040106951871657755,0.04851752021563342,25129.9326,25129.9326
ALGOHALF/USD,true,false,1,0.00001,0.00001,14916,14741,14778,14778,spot,ALGOHALF,USD,NaN,false,true,0,0.005442917403728398,0.006950122649223222,0,0
ALGOHEDGE/USD,true,false,0.01,0.001,0.001,140.93,134.36,134.79,134.79,spot,ALGOHEDGE,USD,NaN,false,true,-0.0009635339460420991,-0.01245512491757638,-0.014837012132729133,0,0
ALTBEAR/USD,true,false,2.5e-7,100,100,0.0005145,0.0005185,0.0005205,0.0005185,spot,ALTBEAR,USD,NaN,false,true,0.0043583535108958835,-0.0038424591738712775,0.005624515128006206,8363.055385,8363.055385
ALTBULL/USD,true,false,0.01,0.01,0.01,30.59,30.48,30.57,30.57,spot,ALTBULL,USD,NaN,false,true,-0.005853658536585366,0.0013101867016049786,-0.0048828125,79910.8017,79910.8017
ALTHALF/USD,true,false,1,0.00001,0.00001,17956,19338,19397,19338,spot,ALTHALF,USD,NaN,false,true,0.0001034340091021928,0.0013981668479105174,-0.001187955167604979,0,0
ALTHEDGE/USD,true,false,0.025,0.001,0.001,168.025,167.325,168.25,168.025,spot,ALTHEDGE,USD,NaN,false,true,0,0,0.001937984496124031,0,0
ASDBEAR/USD,true,false,1e-8,10000,10000,0.00000392,0.00000386,0.00000395,0.00000392,spot,ASDBEAR,USD,NaN,false,true,0,-0.04390243902439024,0.012919896640826873,281.64,281.64
ASDBEAR/USDT,true,false,1e-8,10000,10000,0.00000391,0.00000386,0.00000395,0.00000391,spot,ASDBEAR,USDT,NaN,false,true,0,-0.010126582278481013,0.012953367875647668,47.4749,47.476798996
ASDBULL/USD,true,false,0.0005,0.1,0.1,1.118,1.118,1.1465,1.118,spot,ASDBULL,USD,NaN,false,true,0,0.005847953216374269,-0.01972818939061815,5877.03805,5877.03805
ASDBULL/USDT,true,false,0.0005,0.1,0.1,1.1195,1.119,1.1465,1.1195,spot,ASDBULL,USDT,NaN,false,true,0,0.015419501133786848,-0.02863340563991323,212.391,212.39949564
ASDHALF/USD,true,false,1,0.00001,0.00001,32380,19307,19492,19492,spot,ASDHALF,USD,NaN,false,true,0.0002565813106173346,0.005001288992008249,-0.0028137310073157004,0,0
ASDHEDGE/USD,true,false,0.005,0.001,0.001,55.685,62.965,63.82,62.965,spot,ASDHEDGE,USD,NaN,false,true,0.00015884361845762846,-0.008893436171887297,0.005670020763456317,0,0
ATOMBEAR/USD,true,false,1e-8,10000,10000,0.00000402,0.00000412,0.00000413,0.00000412,spot,ATOMBEAR,USD,NaN,false,true,-0.007228915662650603,-0.052873563218390804,-0.037383177570093455,1393.3491,1393.3491
ATOMBULL/USD,true,false,0.000025,1,1,0.06535,0.06355,0.063975,0.063975,spot,ATOMBULL,USD,NaN,false,true,-0.0027279812938425566,0.039821210889882164,0.0244195356285028,43535.651625,43535.651625
ATOMHALF/USD,true,false,1,0.00001,0.00001,16000,16068,16129,16068,spot,ATOMHALF,USD,NaN,false,true,-0.0013052396046988625,0.00425,0.003121488325633662,24.85584,24.85584
ATOMHEDGE/USD,true,false,0.01,0.001,0.001,87.6,81.99,82.52,82.52,spot,ATOMHEDGE,USD,NaN,false,true,0.001091835496785151,-0.013626583791537174,-0.005783132530120482,0,0
BALBEAR/USD,true,false,1e-8,1000,1000,0.00006356,0.00006211,0.00006384,0.00006356,spot,BALBEAR,USD,NaN,false,true,-0.006875,-0.13026819923371646,-0.1773233238415739,9015.97321,9015.97321
BALBEAR/USDT,true,false,1e-8,1000,1000,0.00006287,0.00006201,0.00006381,0.00006287,spot,BALBEAR,USDT,NaN,false,true,-0.03440331746275534,-0.15063496352337205,-0.18751615404497285,3860.5381,3860.692521524
BALBULL/USD,true,false,0.0001,1,1,0.269,0.2769,0.2824,0.2769,spot,BALBULL,USD,NaN,false,true,-0.012834224598930482,0.11878787878787879,0.14185567010309277,9947.712,9947.712
BALBULL/USDT,true,false,0.0001,1,1,0.2671,0.2762,0.284,0.2762,spot,BALBULL,USDT,NaN,false,true,0.0010873504893077202,0.10767996791658312,0.1517931609674729,4785.259,4785.45041036
BALHALF/USD,true,false,0.5,0.00001,0.00001,12001,12002.5,12081.5,12002.5,spot,BALHALF,USD,NaN,false,true,0.001543724966622163,0.021315520762423417,0.02699580730726448,481.839365,481.839365
BALHEDGE/USD,true,false,0.01,0.001,0.001,116.37,109.48,109.74,109.74,spot,BALHEDGE,USD,NaN,false,true,-0.0026356448241388712,-0.04224122883574795,-0.05429162357807653,194.08255,194.08255
BCHBEAR/USD,true,false,1e-7,100,100,0.0004563,0.0004525,0.0004566,0.0004563,spot,BCHBEAR,USD,NaN,false,true,0.008397790055248619,0.04344843356963183,0.07137825780699694,112438.99785,112438.99785
BCHBEAR/USDT,true,false,1e-7,100,100,0.0004488,0.0004478,0.0004591,0.0004488,spot,BCHBEAR,USDT,NaN,false,true,-0.00044543429844097997,0.020231870879745397,0.04250871080139373,940.08185,940.119453274
BCHBULL/USD,true,false,0.00001,1,1,0.03879,0.03886,0.03904,0.03886,spot,BCHBULL,USD,NaN,false,true,0.0005149330587023687,-0.04473942969518191,-0.05542051531356344,243050.5189,243050.5189
BCHBULL/USDT,true,false,0.00001,1,1,0.03893,0.03869,0.03921,0.03893,spot,BCHBULL,USDT,NaN,false,true,0,-0.04184100418410042,-0.055326377092938604,1184.24438,1184.2917497752
BCHHALF/USD,true,false,0.5,0.00001,0.00001,10058,10561.5,10625,10561.5,spot,BCHHALF,USD,NaN,false,true,0.00042625745950554135,-0.00840296685757206,-0.009193677001735541,0,0
BCHHEDGE/USD,true,false,0.025,0.001,0.001,306.3,301.625,303.025,303.025,spot,BCHHEDGE,USD,NaN,false,true,-0.0009066930431915595,0.016010058675607713,0.019771159347131077,0,0
BEAR/USD,true,false,2.5e-7,100,100,0.00056825,0.000564,0.00056575,0.00056575,spot,BEAR,USD,NaN,false,true,-0.003961267605633803,0.0008845643520566122,0.032861706983112735,1164574.526075,1164574.526075
BEAR/USDT,true,false,2.5e-7,100,100,0.000566,0.00056375,0.00056575,0.00056575,spot,BEAR,USDT,NaN,false,true,-0.008760402978537012,0.0031028368794326243,0.03759743237047226,431110.9676,431128.212038704
BEARSHIT/USD,true,false,5e-8,1000,1000,0.00016825,0.00016715,0.0001692,0.00016825,spot,BEARSHIT,USD,NaN,false,true,-0.004143237644273453,-0.06241292839230984,-0.036092810083070755,4170.70435,4170.70435
BNBBEAR/USD,true,false,1e-8,1000000,1000000,8e-8,8e-8,9e-8,8e-8,spot,BNBBEAR,USD,NaN,false,true,0,0,0.14285714285714285,291.73,291.73
BNBBEAR/USDT,true,false,1e-8,1000000,1000000,7e-8,7e-8,9e-8,7e-8,spot,BNBBEAR,USDT,NaN,false,true,0,-0.2222222222222222,-0.125,23.6,23.600944
BNBBULL/USD,true,false,0.1,0.0001,0.0001,420.4,418.6,419.3,419.3,spot,BNBBULL,USD,NaN,false,true,-0.0014289116456299119,-0.02032710280373832,-0.030744336569579287,106723.69561,106723.69561
BNBBULL/USDT,true,false,0.1,0.0001,0.0001,420.9,417.7,419.9,419.9,spot,BNBBULL,USDT,NaN,false,true,0.0004765308553728854,-0.017777777777777778,-0.025527964724994197,7227.482,7227.77109928
BNBHALF/USD,true,false,2.5,0.000001,0.000001,35837.5,37335,37445,37335,spot,BNBHALF,USD,NaN,false,true,0.00006696578048617156,-0.0036693575288544934,-0.0052621061746486375,0,0
BNBHEDGE/USD,true,false,0.001,0.01,0.01,15.704,15.368,15.422,15.422,spot,BNBHEDGE,USD,NaN,false,true,-0.0006480041472265422,0.005411043744703045,0.008765044479330193,0,0
BSVBEAR/USD,true,false,1e-8,1000,1000,0.00007627,0.00007698,0.0000774,0.00007698,spot,BSVBEAR,USD,NaN,false,true,0.030108390204737052,0.055098684210526314,0.006274509803921568,104.01484,104.01484
BSVBEAR/USDT,true,false,1e-8,1000,1000,0.00007609,0.0000768,0.00007756,0.0000768,spot,BSVBEAR,USDT,NaN,false,true,0.019514137793707687,0.04689203925845147,0.015604337476857974,110.84276,110.8471937104
BSVBULL/USD,true,false,1e-8,1000,1000,0.00009559,0.00009545,0.00009583,0.00009559,spot,BSVBULL,USD,NaN,false,true,-0.02855691056910569,-0.05083904279614735,-0.0071665974241794765,3466.57813,3466.57813
BSVBULL/USDT,true,false,1e-8,1000,1000,0.00009576,0.00009525,0.00009605,0.00009576,spot,BSVBULL,USDT,NaN,false,true,-0.025541874427597436,-0.048678720445062586,-0.0032268137816175704,1168.24264,1168.2893697056
BSVHALF/USD,true,false,0.25,0.00001,0.00001,5827.5,5682.75,5696.25,5696.25,spot,BSVHALF,USD,NaN,false,true,-0.005369303300157151,-0.008744453145392848,-0.0021896211955331727,0,0
BSVHEDGE/USD,true,false,0.025,0.001,0.001,290.875,295.05,296.125,295.05,spot,BSVHEDGE,USD,NaN,false,true,0.010618256550779243,0.01609987085665088,0.0034007821799013774,0,0
